! ٭٭٭ گریباں گیر برسوں بعد میں نے اسے شہر کے ایک معمولی ہوٹل میں داخل ہوتے ہوئے دیکھا۔
! کو پوچھا تو کاؤنٹر والی لڑکی نے متعلقہ آفس سے کمپیوٹر مشین (جو ٹائپ رائٹر کی طرح ہوتی ہے۔
!! اک خواب وہی تو تھا جو ٹوٹ گیا آخر پل بھر میں گنوا بیٹھا اک عمر کا حاصل تھا۔
!مارچ ء کے دن مولانا خواجہ حسن نظامی کے ہمراہ نواب صاحب نے پہلی بار علامہ اقبال سے ملاقات فرمائی۔
جب سامنے محل کو دیکھا تو خیال کیا کہ وہاں گہرا پانی ہے اور اس نے اپنی پنڈلیاں کھول دیں۔
جب سامنے پہاڑ یا عمارتیں وغیرہ آتی ہیں تو ایسا معلوم ہوتا ہے کہ ہم ان سے ٹکرا جائیں گے۔
جب سب اللہ کے غلام اور اس کے عاجز بندے ہیں تو پھر اسے اولاد کی ضرورت ہی کیا ہے؟
جب سب جمع ہو گئے تو تقریر کی کہ خلافت آپ لوگوں کے نبی کے گھر والوں تک پہنچ گئی۔
جب سر شام وہ کشتی میں اپنے بستر پر دراز ہونے کے لیے گیا تو وہ بہت تھک چکا تھا۔
جب سفر میں کسی خوفناک مقام پر اترتے تو کہتے ہم اس جگہ کے سردار کی پناہ چاہتے ہیں۔
جب سیدنا معاذ وہاں پہنچے تو سیدنا ابو موسیؓ نے کہا کہ اترو اور ایک گدہ ان کے لئے بچھایا۔
جب سے آپ صلی اللہ علیہ و آلہ و سلم نے کعبہ اور صفا اور مروہ کا طواف کیا تھا۔
جب سے بجلی دشت ایمن کے قریب مدتیں گزریں نہیں آتے وہ چلمن کے قریب میرا گھر جلنا لکھا تھا۔
جب سے قومی آواز بند ہوا ان کی مراسلہ نگاری کی تیز رفتار ی میں بھی بتدریج کمی آتی گئی۔
جب سے میں نے ان کی تین خاص خوبیوں کا ذکر رسول کریم صلی اللہ علیہ وسلم سے سنا ہے۔
جب سے ناخن نئی سوچ کے ایک اک تہ سکوں کی الٹنے لگے غیر کی چال سے رن پڑا ہے۔
جب شراب کے متعلق اللہ کے وہ احکام بیان ہو چکے ہیں جو سب پر ظاہر بھی ہو گئے ہیں؟
جب شکیلہ اودی ساٹن سامنے پھیلا کر اپنے ماپ کا بلاؤز تراشنے لگی تو اسے ٹیپ کی ضرورت محسوس ہوئی۔
جب صبح ہو جاتی تو آپ صبح کی سنت پڑھ کر کروٹ لیٹ جاتے اور حضرت عائشہؓ سے باتیں کرتے۔
جب صبح ہوئی اور ان لوگوں نے کوچ کا ارادہ کیا تو راہب باہر نکلا اور بلند آواز سے پوچھا۔
جب صبح ہوئی تو دیکھا کہ آپﷺ حراء (جبل نور پہاڑ ہے جو مکہ اور منی کے درمیان میں ہے۔
جب صورت حال یہ ہو تو کوئی غیبی طاقت ہی حبیب صاحب کے اخراجات کی پا بجائی کروا سکتی ہے۔
جب طائف والوں نے رسول اللہﷺ کی طرف قاصد بھیجے تو مجھ سے کہا کہ وہ قاصدوں کو نہیں ستاتے۔
جب عبدالرحمن آئے تو انہوں نے کہا کیا مجھ ہی سے ایسا کرنا تھا اور میرے اوپر جلدی کرنا تھا۔
جب عقیدہ اور عقیدت یکجا ہو جاتے ہیں اور پھر زندگی کے میدان میں وہ یکتا بھی ہو جاتے ہیں۔
جب عمرو واپس آئے تو معمر کے بیٹے اپنی بہن کی ولاء کیلئے مقدمہ لیکر حضرت عمر کے پاس آئے۔
جب عیسی نے بنی اسرائیل کا کفر معلوم کیا تو کہا کہ اللہ کی راہ میں کون میرا مددگار ہے۔
جب غسل کر کے فارغ ہوئے تو کپڑے لینے کے لئے پتھر ان کے کپڑے لے کر بھاگ کھڑا ہوا۔
جب فرشتہ جان نکالنے کے لیے سامنے کھڑا ہے اور عالم غیب کے حقائق آنکھوں سے نظر آ رہے ہیں۔
جب فرشتے ان کی جان قبض کرنے لگتے ہیں تو ان سے پوچھتے ہیں کہ تم کس حال میں تھے۔
جب قرآن نازل ہوا اور اس میں عورتوں کا ذکر آیا تو ہم سمجھے کہ وہ بھی کوئی چیز ہیں۔
جب قرآن کا نقش اس دنیا پر ثبت ہوا تو پوپ (مذہبی اجارہ داری) اور کاہن کے نقوش مٹ گئے۔
جب قیامت آنے ہی والی ہوگی اور اس دنیا سے خدا کے تمام نام لیواؤں کو اٹھا لیا جائے گا۔
جب لشکر کفار سے مڈبھیڑ ہو جائے اس وقت پیٹھ پھیر ہو جائے اس وقت پیٹھ پھیر نا حرام ہے۔
جب لوگ اس مجلس سے جدا ہو جاتے ہیں تو فرشتے اوپر چڑھ جاتے ہیں اور آسمان پر جاتے ہیں۔
جب لہر اسے ساحل کی وراثت بنا کر چھوڑ چلی تو اس نے اسے اٹھا کر ہتھیلی پر رکھ لیا۔
جب ماں باپ کیئر ہوم میں بچے چھوڑ کر جاتے ہیں تو ان کے لئے سیکڑوں ہدایتیں دے جاتے ہیں۔
جب ماں بنی تو، تو اس کے پاؤں پکڑ کر خدمت کر کیونکہ تجھے جنت کا وسیلہ مل گیا ہے۔
جب محمود غزنوی کو یہ خبر پہنچی تو اس نے فردوسی کو ہاتھی سے کچلوانے کا حکم صادر کر دیا۔
جب محنت کا معاوضہ پیسوں میں نہیں روٹیوں میں ادا کیا جاتا تھا اور روز کی روٹی کہا جاتا تھا۔
جب مرد، عورت کی زندگی میں کسی طوفان کی طرح داخل ہوتا ہے یا پھر بہار کے جھونکے کی طرح۔
جب مزدوروں نے اچانک ہی کام بند کر دیا اور سہمی ہوئی نظروں سے ایک دوسرے کی طرف دیکھنے لگے۔
جب مسلمانوں اور منافقوں کے درمیان قیامت یک دن دیوار کھڑی کر دی جائے گی جس میں دروازہ ہو گا۔
جب مسلمانوں کی سماجی، سیاسی اور تمدّنی زندگی میں زوال آنے لگا تو اسلامی تصوّف میں سلسلوں کا آغاز ہوا۔
جب مشرقی روم کا بادشاہ عیسائیت کی جانب مائل ہوا تو چونکہ وہ فلسفہ کو عیسائیت کے خلاف سمجھتا تھا۔
جب معدہ درست ہوتا ہے تو یہ رگیں معدہ سے صحت بخش رطوبات کے ساتھ اعضاء کی طرف جاتی ہیں۔
جب معمرؓ کے پاس آیا اور ان کو خبر کی تو معمرؓ نے کہا کہ تو نے ایسا کیوں کیا؟
جب موت بدن بیچ دندناتی پھرتی ہو، تو بھلا یہ کیسے ممکن ہے کہ کوئی قطار سے باہر رہ جائے؟
جب مولانا نے اپنی بات ختم کی تو حبیب صاحب نے اپنے لاڈلے سالے صاحب کی طرف دیکھ کر کہا۔
جب موہوب لہ دے گا تو شفیع موہوب لہ کو اس بدلہ کی قیمت دے کر شفعہ لے لے گا۔
جب مکان والا لامکاں پر حملہ کرتا ہے تو دراصل اپنا خون کرتا ہے اور اپنے لیے مصیبتیں خریدتا ہے۔
جب میت پر قرض نہ ہو اور یہ وصیت بھی ترکے کے ایک تہائی حصے میں کی جا سکتی ہے۔
جب میر شکار نے سوداگر کا سنا تو زیادہ متعجب ہوا، اور یتیم کے ساتھ خواجہ کی مجلس میں آیا۔
جب میرے جدّ امجد منشی نذر محمد مرحوم بار ملازمت سے سبکدوش ہو کر (اوائل 1902ء) چاندپور تشریف لائے تھے۔
جب میں بوڑھی ہو کر اولاد پیدا کرنے کے قابل نہ رہی تو اس نے مجھ سے ظہار کر لیا۔
جب میں بڑ ا ہو جاؤں گا اور اس پر بہت کچھ لکھا جا چکا ہو گا تو ممکن ہے۔
جب میں رسول اللہ صلی اللہ علیہ و سلم کے پاس حاضر ہوا تو میں نے اس کا تذکرہ کیا۔
جب میں نئی نئی بیاہ کر آئی تو شرم کے مارے اٹھتی میں نہ تھی، چلتی پھرتی میں نہ تھی۔
جب میں نماز سے فارغ ہوا تو ایک بولنے والا بولا کہ اے محمدﷺ! یہ جہنم کا داروغہ "مالک" ہے۔
جب میں نے اس کا کہنا سنا تو اس سے کہا کہ تو بزرگ کی بزرگی کا خیال نہیں کرتا۔
جب میں نے شرکت سے معذرت کر لی تب نارنگ صاحب نے کہا کہ چلیں آپ اپنا مضمون بھیج دیں۔
جب میں نے یہ بات دیکھی تو سامان سفر تیار کر کے میں بھی ان کے ساتھ روانہ ہو گیا۔
جب میں نے یہ دیکھا تو میں کدو کے ٹکڑے آپﷺ کی طرف ڈالتا تھا اور خود نہیں کھاتا تھا۔
جب میں ونود کے گھر گئی تو اس وقت وہ ہنس ہنس کر اپنی بہن سے باتیں کر رہا تھا۔
جب ناپاک روح آدمی میں سے نکلتی ہے تو سوکھے مقاموں میں آرام ڈھونڈتی پھرتی ہے اور نہیں پاتی۔
جب نبی صلی اللہ علیہ و آلہ و سلم کی وفات ہوئی اس وقت ان کی عمر سات سال تھی۔
جب نجاشی نے حضرت جعفرؓ بن ابی طالب سے دریافت کیا تو انھوں نے اسلام سے متعلق تفصیلات پیش کیں۔
جب ندیم نے ایسا کیا تھا تو زمین نے کھرپی جکڑ لی تھی اور وہ واپس نہ نکل سکی تھی۔
جب نماز ختم ہو گئی تو آپ صلی اللہ علیہ و آلہ و سلم ہماری طرف متوجہ ہوئے اور پوچھا۔
جب نومبر ء میں مجھ کو دارالعلوم مومن پورہ کا ناظم منتخب کیا گیا تو وہ بے انتہا خوش ہوئے۔
جب نہ مسلمانوں کی شان و شوکت باقی رہی ہے، اور نہ اسلام کیساتھ ان کی وابستگی قابل رشک ہے۔
جب وجود و عدم کی باگ ہمارے ہاتھ میں ہوئی تو مرنے کے بعد اٹھا دینا کیا مشکل ہو گا۔
جب وقت آ جائے تو کس کی طاقت ہے کہ ایک منٹ کے لیے ملتوی کر کے پیچھے ڈال دے۔
جب وقت پر کام نہ آئیں گے تو منکر ہو کر کہنے لگیں گے کہ "واللہ ربنا ما کنا مشرکین۔
جب وہ (برادران یوسف) اپنی سازشی تدبیر پر جمع ہو رہے تھے اور وہ مکر و فریب کر رہے تھے۔
جب وہ آئی تو دیکھا کہ بچہ خبیب کی ران پر بیٹھا ہے اور استرہ اس کے ہاتھ میں ہے۔
جب وہ آئی تھی تو اس کا نام فضیلاں تھا اور اسے بہت ساری باتوں کی سمجھ بھی نہ تھی۔
جب وہ آخری سانسیں لے رہی تھی تو کہانی لکھنے کی یہی خواہش میرے اندر یوں سر پٹخ رہی تھی۔
جب وہ آیا تو کوئی در، کوئی کھڑکی نہ کھلی اس نے آنے میں بہت دیر لگا دی ہو گی۔
جب وہ اس کے لیے اتنی منصوبہ بندی اور محنت کرتا ہے تو کے لیے کیوں نہیں کرتا؟
جب وہ اسے پکارے اور تکلیف دور فرماتا ہے اور تمہیں زمین میں(پہلے لوگوں کا) وارث و جانشین بناتا ہے؟
جب وہ اوپر سے اور نیچے سے (یعنی اوپر نجد اور خیبر اور نیچے مکہ معظمہ) تم پر چڑھ آئے۔
جب وہ اپنی سانسیں بحال کر چکا تو کہنے لگا: "میاں برخوردار!تو چوہدری شہباز خان کا بیٹا طاہر خان ہے۔
جب وہ اپنی فکر اور اپنے علم کو ترتیب دینے کی صلاحیت کے ساتھ ضبط و نظم کا پابند ہو۔
جب وہ اپنی نا آسودگی کو یاد کر کے خوب رو چکی تھی تو اس نے ایک وجود دیکھا تھا۔
جب وہ ایسے ہی افتادہ پا لوگوں کو دیکھتا تو ایک گہری سانس لیتا کہ یہ ان کی فطرت ہے۔
جب وہ ایک جسم کی قید سے رہا ہو جاتی ہے تو دوسرے جسم میں اپنا گھر بنا لیتی ہے۔
جب وہ ایک ڈی سی کی بیوی تھیں اور ضلع کے تمام افسروں کی بیویاں ان کی خوشامد کرتی تھیں۔
جب وہ برابر برابر ہو کیونکہ آپ نے یہ دیکھ لیا تھا کہ چھوہارے سوکھ کر کم پڑ جاتے ہیں۔
جب وہ بچے کو سبق پڑھاتی ہے تو گھنٹوں تم اس کے پاس بیٹھے رہتے ہو کیا یہ غلط ہے۔
جب وہ تقریبا آٹھ سال کے تھے تو ان کی شفیق ماں ایک طویل بیماری کے بعد رحلت فرما گئیں۔
جب وہ جاتا رہا تو سخت غصے کی حالت میں جن تختیوں کو انہوں نے زمین پر ڈال دیا تھا۔
جب وہ جانے کیلئے مڑا تو آپ نے اسے بلایا اور پوچھا : کیا تم نماز کی اذان سنتے ہو؟
جب وہ حسین کے سر کے مقابل آئی تو جھک کر ایک پتھر اٹھایا اور حسین کے دانتوں پر مارا۔
جب وہ خود آ جائے گی تو ان کے لیے نصیحت قبول کرنے کا کونسا موقع باقی رہ جائے گا؟
جب وہ دربار نبوی میں ہدیہ درود و سلام پیش کرنے کے بعد دعا کے لئے ہاتھ اٹھائے کھڑا تھا۔
جب وہ دونوں میرے گھر آئے تو میں نے خوشی سے ان دونوں کا گرم جوشی کے ساتھ استقبال کیا۔
جب وہ رہاہو کر واپس آئے تواپنے ساتھ فکری آزادی، جذبہ جہاد اور اجتہاد پسندی کی روایت کولے کر آئے۔
