,      . بہت وسیع موضوع ہے اور میں محنت سے بھاگنے والا۔
یعنی الفاظ کے باہمی رشتے اور معنیاتی سلسلے محاورات کو اور عام زبان کے ساتھ ان کے رشتوں کو سمجھنے میں یہ صورت حال بہت مدد دیتی ہے۔
’’میں تحریر و تصنیف کے جملہ آداب سے واقف ہوں، میرے قلم سے بے ادبی شاذ و نادر ہی ہو سکتی ہے، میں فحش نگار نہیں افسانہ نگار ہوں۔
17 کیا وہ خالق جو (اتنا کچھ) پیدا فرمائے اس کے مثل ہو سکتا ہے جو (کچھ بھی) پیدا نہ کر سکے، کیا تم لوگ نصیحت قبول نہیں کرتے 18۔
اور اس کے دونوں گالوں پر وہ گرم اور نم آلود بوسے اور دن میں کتنی کتنی مرتبہ اس کے منہ سے شراب کی تیز بدبو تو ضرور آتی تھی۔
اوروہی (اللہ) ہے جس نے رات اور دن کو پیدا کیا اور سورج اور چاند کو (بھی)، تمام (آسمانی کرّے) اپنے اپنے مدار کے اندر تیزی سے تیرتے چلے جاتے ہیں۔
جذبوں سے بھری ہوئی رنگ پچکاری جیسی، دہشت سے نکلی ہوئی چیخ جیسی اور حیرت کے اس لمحے کی طرح جو عین صلیب پر اترے اور زندگی کا جوہر کشید کرے۔
سورۃ الْإسْراء / بنی إسْرآئیل سورت : مکی ترتیب تلاوت : 17 ترتیب نزولی : 50 رکوع : 12 آیات : 111 پارہ نمبر : 15 بسم اللہ الرحمن الرّحیم 1۔
شکیل الرحمن نے پریم چند کی کہانیوں کی روشنی میں بچوں کی نفسیات، حالات کا نفسیاتی رد عمل، اس کے اثرات اور حسی تصورات کے حوالے سے اچھی بحث کی ہے۔
قرآنی اصطلاح "رتق" کی سائنسی تفسیر ہمیں اس بات سے آگاہ کرتی ہے کہ بے پناہ توانائی نے کائنات کو اس وقت ’ابتدائی کمیتی اکائی‘ کی صورت میں باندھ رکھا تھا۔
قیلولہ دوپہر کے سونے کو کہتے ہیں، حاصل یہ ہے کہ وہ آگ شب و روز ان کے ساتھ رہے گی اور کسی بھی وقت ان سے جدا نہیں ہو گی۔
مصوّر : یہ نظم پانچ بندوں پر مشتمل ہے اور ہر بند آٹھ مصرعوں سے تشکیل دیا گیا ہے، مگر ان مصرعوں کی ترتیب سے بند کی ہیئت بدل گئی ہے۔
پر فتاوی اور شرعی فیصلہ جات کے ’فتاوی قاضی خان‘، ’فتاوی بزازیہ‘، ’فتاوی ابن تیمیہ‘، ’فتاوی امام نووی‘، ’فتاوی امام سبکی‘ اور ’فتاوی الہندیہ‘ جیسے مجموعات مرتب ہوئے۔
یوں نہ دیکھیں مجھے ترحّم سے اور کوئی عذاب دے دیجئے . طارقؔ تو یہی کہہ کے مشیت کا بھرم رکھ اچھا چلو قسمت میں مری غم ہیں تو ہوں گے۔
یہ واعظ خوش کلام، اللہ اللہ شرمندۂ ذوق عام، اللہ اللہ افسانہ تراش اور حق گو، توبہ! دیں اس کو بھی جام، اللہ اللہ لاریب کہ رہنمائے دوراں تو ہے۔
! (بخاری ) تشریح میرک رضی اللہ عنہ کہتے ہیں کہ ابن ماجہ اور احمد نے اپنی روایت میں "" رنگین"" کے ساتھ مہندی اور وسمہ کے الفاظ بھی نقل کئے ہیں۔
! آمد و خرچ کا حساب ان کا محبوب مشغلہ بھی ہے اور ہائی اسکول میں ریاضی میں امتیاز کے ساتھ کامیابی یعنی کا وہ پورا فائدہ ابھی تک اٹھاتے ہیں۔
! اب رہا کائنات کی جانب سے انسان کے مامون و مصؤن رہنے کی صورت تو وہ صرف انسان اور کائنات کی حرکت میں باہمی مطابقت اور یک جہتی پر موقوف ہے۔
! اور اگر کسی نے اپنے باپ یا اپنے دادا کو اور یا اپنی ماں کو ذبح کرنے کی نذر مانی تو تمام علماء کے نزدیک اس کی نذر لغو ہو گی۔
! اگر اللہ تعالی کی راہ میں جہاد، حج اور اپنی والدہ کے ساتھ نیکی کرنے کا مسئلہ نہ ہوتا تو میں غلام ہونے کی حالت میں فوت ہونے کو پسند کرتا۔
! تو جا اور جنت میں داخل ہو، وہاں تیرے لئے دنیا ( کی مسافت ) کے بقدر اور اس سے دس گنی مزید جگہ تیرے لئے ( مخصوص کر دی گی۔
! رشتۂ در گردنم افگندہ دوست مہ برد ہر جا کہ خاطرخواہ اوست چلو! اتنی دیر میں‌اورسب حوریں بھی آ گئیں اور زمرد حسین کو ساتھ لیے قصر دری کے باہر نکلی۔
! ساتوں سمندر اسی وجود میں ہیں، اور تمام ستارے اسی جگہ چمک دمک رہے ہیں، ان ستاروں کی کوئی تعداد بتا نہیں سکتا، لاتعداد انگنت ستاروں کی روشنی پھیلی ہوئی ہے۔
! شبانہ کو لگتا ہے کہ اس سے گلے ملنے والا یہ بوڑھا شاید سٹیا گیا ہے، وہ حیرت سے لوگوں کو دیکھتے ہوئے مسکرا کر کہتی ہے: شکریہ دادا جی شکریہ۔
! نہ جانے کیوں جولیا سچ مچ اس کے لئے مغموم ہو گئی تھی! ﴿﴾ ﴿﴾ ﴿﴾ جوزف بس چلتا ہی رہا! اسے احساس نہیں تھا کہ وہ کتنا چل چکا ہے۔
! وہ شخص ( انتہائی تحیر واستعجاب کے عالم میں ) کہے گا کہ ( پروردگار !) کیا آپ مجھ سے مذاق کررہے ہیں یا یہ کہے گا کہ آپ مجھ سے۔
! ٭٭٭ زندگی کا تسلسل (پانچوں بچے) میں نے اپنی دیانت کی سب دولتیں اپنی اولاد کو دیں فقط اور باقی عزیزوں کو صرف اور صرف اپنے حصے کا گھر لکھ دیا۔
! پھر جولیا نے دیکھا کہ وہ کار میں بیٹھ کر اسے اسٹارٹ کرنے کی کوشش کر رہا ہے! تھوڑی ہی دیر بعد وہ انجن کھولے اس پر جھکا ہوا نظر آیا۔
!! اعتبار کیا ! میں بچے کے آنسوؤں کی طرح ہو گئی اور ابھی تک آنکھوں کی طرح ہوں اور ابھی تک مسلمان ہوں! زندگی کی چھاؤں میں کوئی سورج نہیں ہے۔
!! پروفیسر بشیر احمد سوز قلم قبیلے کے سارے لوگو قلم اٹھؤ کہ ایک لمحہ زمیں کے سینے کو چاک کرنے وجود ہستی کو خاک کرنے فلک سے نیچے اتر گیا ہے۔
!مقصد یہ تھا کہ ان باتوں کی بشارت تمام صحابہ سن لیں اور اس ضمن میں ان دونوں شکایت کنندہ کو جواب بھی حاصل ہو جائے جس سے ان کو تسلی ہو۔
"        ." پھر رافی اسٹیئرنگ پر ایک بازو رکھ کر رابرٹ ٹائیلر کے انداز سے کہتا تھا۔
سب نے شیو کی عبادت کی، شیو نے وہ زہر پی لیا اور زندگی بچ گئی، تب سے شیو کا کنٹھ نیلا ہے، تب ہی سے انھیں ’نیل کنٹھ‘ کہا جاتا ہے۔
سب کا یہی حکم ہے کہ ایسے حلف برداروں کو میراث نہ ملے اور بقول حضرت ابن عباس رضی اللہ تعالی عنہ ان کا حصہ نصرت امداد خیر خواہی اور وصیت ہے۔
سب کو بلا لیں کوئی نہ ان کی تکلیف کو دور کرنے کا اختیار رکھتا ہے اور نہ ان کے حالات کے بدلنے کا ۱۷|۵۷|یہ جن کو خدا سمجھ کر پکارتے ہیں۔
سب کوچۂ قاتل کے سوا‘‘ لہذا شکیل گوالیاری، احمد کمال پروازی اور راقم نے لنچ کے بعد گوالیار سے کوچ کیا اور بھنڈ پہنچ کر پہلے اوم پربھا کر کے گھر گئے۔
سب کچھ جانتا کر سکتا اور اگر پکڑ کرے اللہ لوگوں کی ان کی کمائی پر نہ چھوڑے زمین کی پیٹھ پر ایک ہلنے چلنے والا پر ان کو ڈھیل دیتا ہے۔
سب کی تعبیر تھی، چشم زدن میں آباد ہنستی ہوئی مسکراتی ہوئی، کھلکھلاتی ہوئی زندگی ایسے ویراں ہوئی چشم حیرت نے شاید نہ دیکھی کبھی سینکڑوں میل تک درد ہی درد تھا۔
سب یکجا" اس قسم کی عبارتیں اشتیاق بڑھانے کے لیئے کافی تھیں مگر میں نے کوئی خاص توجہ نہ دی اس لیئے کہ میری نظروں سے اکثر ایسے الفاظ گزر چکے تھے۔
سب یہی محسوس کرتے ہیں کہ اس شہر میں بھی محبت اور شفقت کی ایک ایسی ہی دنیا جنم لے گی . اور ساتھ ہی نجس اور غلط ترنگیں بھی پیدا ہوں۔
سبائیہ نے حضرت محمد بن علی بن ابی طالب کو ابن الحنفیہ کہنا شروع کیا اور اس کثرت سے کہ دوسرے لوگ بھی ان لوگوں کا مقصد سمجھے بغیر یہی کہنے لگے۔
سبحان اللّہ انبیاء علیہم الصلوۃ والسلام کے مبارک اجساد شریفہ میں کیا برکت ہے کہ ایک قمیص جو اس بابرکت بدن سے مس ہوا اس نے اندھیرے کنوئیں کو روشن کر دیا۔
سبحانہ و تعالی، چنانچہ اس کا اپنا ارشاد ہے، اور صاف و صریح ارشاد ہے، ولا یرْضی لعبادہ الْکفْر، کہ وہ اپنے بندوں کے لئے کفر پر کبھی راضی نہیں ہو سکتا۔
سبحانہ، و تعالی، پس بندہ مومن کا کام اور اس کی شان ہے کہ وہ ہر حال میں اسی پر بھروسہ و اعتماد رکھے، ۶۴. یعنی کفایت اللہ ہی کی کفایت ہے۔
سبط (س کے زیر کے ساتھ ) کا ماخذ اصل میں سبط ہے اور سبط اس درخت کو کہتے ہیں جس کی جڑ تو ایک ہو مگر اس کی شاخیں بہت ہوں۔
سبق 2: شاذ حدیث کسی حدیث کے صحیح ہونے کے لئے یہ ضروری ہے کہ وہ قرآن مجید، سنت متواترہ اور دیگر صحیح احادیث سے متضاد مفہوم پیش نہ کر رہی ہو۔
سبھی پھول تیرے نصیب میں، سبھی خار میرے حساب میں یہ جزا سزا کا طلسم ہے، مرا تیرا اس میں قصور کیا کس کو اتنی فرصت ہے، پہچانے کون! بانٹ رہا ہے۔
سبھی کچھ اسی کے قبضے میں آگ، مٹی، ہوا، گھٹا سب کچھ لفظ کن سے یہ کائنات بنی کن کہا اس نے ہو گیا سب کچھ کام سارے ہماری مرضی کے ہے۔
ستارے دھندلا جائیں گے، پہاڑ روئی کے گالوں کی طرح اڑتے پھریں گے، پسندیدہ جانوروں کو نظر انداز کر دیا جائے گا، جنگی جانور جو علیحدہ علیحدہ رہنے کے عادی ہوتے ہیں۔
ستارے ‮پھر بھی لادے تو کوئی دوست ہمارے کی مثال مجھ سے کیا ڈوبنے والوں کا پتہ پوچھتے ہو میں سمندر کا حوالہ نہ کنارے کی مثال زندگی اوڑھ کے بیٹھی تھی۔
سجاد ظہیر کے افسانے یا ان کا رپورتاژ یا پگھلا نیلم کی شاعری، ان مسلمہ قواعد سے انکار کا نام ہے جنہیں ہم معیاری ہی نہیں مثالی بھی قرار دیتے آئے ہیں۔
سجدوں کے اثر سے ولقد نعلم انک یضیق صدرک بمایقولون فسبح بحمد ربک وکن من السجدین(الحجر ۱۵:۹۸) ترجمہ :ہمیں خوب علم ہے کہ ان باتوں سے آپ کا دل تنگ ہوتا ہے۔
سجدہ تلاوت کی تسبیح اور حضرت عائشہ صدیقہ رضی اللہ تعالی عنہ فرماتی ہیں کہ سرور کونین صلی اللہ علیہ و سلم رات کو قرآن کے سجدوں میں یہ تسبیح پڑھتے تھے۔
سحرالبیان میں بھی بادشاہ لا ولدی کے غم میں جہاں بانی کو تج کر اور ساری دنیا سے کنارہ کش ہو کر سلطنت سے دور گوشۂ عافیت میں بیٹھ جانا چاہتا ہے۔
سخت نظم و ضبط میں جکڑے ان طالب علموں کو مخصوص موضوعات سے ہٹ کر کتابیں پڑھنے کی اجازت نہیں ہوتی اور نصاب کے طور پر وہاں جو کتابیں پڑھائی جاتی ہیں۔
سدرۃی المنتہی کے پھلوں کو بڑے بڑے مٹکوں کے برابر اور اس کے پتوں کو ہاتھی کے کانوں کے برابر کہنا عوام کو سمجھانے اور قیاس عقل میں لانے کے لئے ہے۔
سدی فرماتے ہیں کہ حضرت ابراہیم علیہ اسلام کے پاس سے چل کر دوپہر کو یہ فرشتے نہر سدوم پہنچے وہاں حضرت لوط کی صاحبزادی جو پانی لینے گئی تھیں، مل گئیں۔
سدی فرماتے ہیں کہ لوگوں نے کہا تھا اگر محمد صلی اللہ علیہ و سلم سچے ہیں تو ذرا بتائیں تو کہ ہم میں سے سچا مومن کون ہے اور کون نہیں؟
سر سوکھے نے کرسی کی پشت سے ٹکنے کی کوشش کرتے ہوئے کہا! "مگر آپ کو اس سلسلہ میں تھوڑی سی دردسری بھی مول لینی پڑے گی! دیکھیئے بات دراصل یہ ہے۔
سر سید سے ایک دفعہ ان کے بچپن کے حالات پوچھے گئے تو انھوں نے یہ جواب دیا کہ: " میری تمام سر گذشت کے بیان کو یہ ایک شعر کافی ہے۔
سر سید علیہ الرحمہ کی روح آج بھی ہم سے اسی سائنٹفک طرز عمل کی متقاضی ہے، ذہن بدلیں گے تو عمل بد لے گا، عمل بدلے گا تو حالات بدلیں گے۔
سر سید ہمیشہ تعطیلوں میں عمارات بیرون شہر کی تحقیقات کیلئے شہر کے باہر جاتے تھے اور جب کئی دن کی تعطیل ہوتی تھی تو رات کو بھی اکثر باہر رہتے تھے۔
سر نگوں تھا جس کے قدموں پر فرنگی سامراج رکھ دیا بھارت کے سر پر جس نے آزادی کا تاج امن و آزادی عالم کو تھی جس کی احتیاج پیش کرنا ہے۔
سر پہ تیرے سایہ محبوب الہی کا *** حضرت خواجہ نصیر الدین چراغ دہلوی دیکھا نظر نے جب سے روضہ نصیر کا دل میں خیال ہر دم خواجہ نصیر کا ادنی ہے۔
سر پہ پتھر میرے حصّے کا گھر والوں نے لکھا ہے کہ گھر پر نہ رہا جائے تنہا ہوں تو اچھا ہے کہ گھر پر نہ رہا جائے قاتل کو خبر ہے۔
سر کو اپنے اٹھائے ہوئے آگے بڑھتا رہا اور انسانی تہذیب کو آٹھ سمتوں میں پھیلا دیا! گر نسیں بند ہو جائیں تو کیا جراحت سے رستے نئے پھر سے بنتے نہیں؟
سر کٹے، جسم کٹے، ذات کٹے *** سرگوشی بہار سے خوشبو کے در کھلے کس اسم کے جمال سے باب ہنر کھلے جب رنگ پا بہ گل ہوں، ہوائیں بھی قید ہوں۔
سرسیّد نے اپنی اس کتاب میں دہلی کی تاریخی عمارتوں کو ان کے نقش و نگار اور مستند کوائف کے ساتھ سردو گرم زمانہ سے ہمیشہ کے لیے محفوظ کر دیا ہے۔
سرمایہ دارانہ نظام کے بارے میں گزشتہ سطور میں ذکر ہو چکا کہ یہ نظام محنت کیے بغیر محض سرمایہ کاری کے جواز پر منافع حاصل کرنے کو جائز قرار دیتا ہے۔
سرو چراغاں کا یعنی ایک ایک داغ سے نالۂ پرشرر نکلے گا جو سرو چراغاں سے مشابہ ہو گا تو گویا داغ دل وہ بیج ہے جس سے سرو چراغاں اگے گا۔
سرکاری نوٹوں کو قانونی طور پر ملک کا سکہ قرار دیا گیا ہے اور کسی شخص کو یہ حق حاصل نہیں کہ وہ ان کو روپے کے بدلے لینے سے انکار کرے۔
سریہ زید بن حارثہ (بنو سلیم کی طرف) ربیع الآخر ۶ ھ حضرت زیدؓ بن حارثہ نے وادی نخل میں جموم کے مقام پر بنو سلیم کے خلاف لشکر کشی کی ۱۴۔
سر‘‘ پروفیسر نے جیب سے ایک بوسیدہ اور گندہ رومال نکال کر ماتھا صاف کیا اور آہستہ سے بولے ’’ ان کتابوں کے پاس آ کر گرمی کا احساس باقی نہیں رہتا۔
سسرال کے لوگ اگر اچھے ہوئے تو زندگی جنت بن جاتی ہے اور اگر بدقسمتی سے سسرال برا ملا تو آگے کی پوری زندگی اک عذاب مسلسل میں تبدیل ہو جاتی ہے۔
سعادت حسن اسؔ نے اپنے فنی سفر کے لیے سعادت ابدی کا وہ راستہ منتخب کیا ہے جس پر چلنے والا مسافر کبھی بھی گم کردہ راہ منزل نہیں قرار پا سکتا۔
سعادت حسن منٹو نے ٹوبہ ٹیک سنگھ کو ایک درخت کی مانند کھڑا رکھا کہ جس کی جڑیں اپنی زمین میں پیوست ہیں، درخت وہیں گرتا ہے کہ جہاں کھڑا ہوتا ہے۔
سعادت حسن منٹو کے اس کردار کی سادگی اور معصومیت بڑی پرکشش بن جاتی ہے، کھڑاؤں کی کھٹ پٹ کردار کی داخلی تو انائی کو ہر لمحہ محسوس بناتی ہے، لگتا ہے۔
سعودی عرب والے کسی سڑک کو ایکسپریس ہائی وے، کسی کوایکسپریس وے، اور کسی کو محض ہائی وے کہتے ہیں مگر سچ پوچھئے تو ہر سڑک کو ’پےپسی کین وے'کہنا بجا ہوگا۔
سعودی عرب، نائیجریا، لاگوس اور بعض دوسرے ممالک میں ملازمت کرتے رہے پھر رائل کالج آف سرجری ایڈنبرا یونیورسٹی میں مزید تعلیم حاصل کی اب ان کی دلچسپی کا شعبہ سائیکٹری ہے۔
سعید بن زید کہنے لگے، "کیا ہی اچھا ہو کہ آپ مسلمانوں میں سے کسی کو جانشین مقرر فرما دیں جیسا کہ ابوبکر رضی اللہ عنہ نے آپ کو جانشین بنایا تھا۔
سعید بن مسیب سے روایت ہے کہ اسماء بنت عمیس نے جنا محمد بن ابی بکر کو ذوالحلیفہ میں تو حکم کیا ان کو ابوبکر نے غسل کر کے احرام باندھنے کا۔
سعید بن مسیب، علقمہ، اسود، ابراہیم، مجاہد، عطاء، طاؤس، سعید بن جبیر، عکرمہ، محمد بن سیرین، حسن، قتاوہ، شعبی، ربیع، مقاتل بن حیات، سدی، مکحول، ضحاک، عطاء خراسانی بھی یہی فرماتے ہیں۔
سعید نے فرمایا کہ ارے میں دیکھ رہا ہوں کہ رسول اللہ صلی اللہ علیہ و آلہ و سلم کے صحابہ کو آپ (مغیرہ) کے سامنے برائی سے یاد کیا جارہا ہے۔
سعید کے تازہ مجموعہ کلام ایک مٹھی میں مرے خواب میں شامل نظمیں اور غزلیں اس کے خواب سہی مگر ان کا پھیلاؤ اہل دل کی دنیا کو محیط کئے ہوئے ہے۔
سفاح نے منبر پر کھڑے ہو کر خطبہ میں حمد و ثناء کے بعد اپنی قرابت رسول پر فخر کیا پھر بنی امیہ کے ظلم و ستم کا ذکر کر کے کہا۔
سفر حضر میں بار بار اس نبی صلی اللہ علیہ و سلم کی عزت اور اپنے خاص بندوں کی ہدایت کے لئے ہمارا کلام ہمارے نبی کی پوری زندگی تک اترتا رہا۔
سفر کی سختی سے اور لوٹنے کے رنج و غم سے اور نفع کے بعد نقصان سے اور مظلوم کی بد دعا سے اور بری بات دیکھنے سے گھر اور دولت میں۔
سفر کے دوران وصیت پر کافر ذمی کی گواہی کا بیان حسن بن علی، یحیی بن آدم، ابن ابی زائدہ، محمد بن ابی قاسم، عبدالملک، بن سعید، بن جبیر سے مروی ہے۔
سفیان ثوری اسے عبد الملک بن عمیر وہ ربعی کے مولی وہ حذیفہ رضی اللہ تعالی عنہ اور وہ نبی اکرم صلی اللہ علیہ و آلہ و سلم سے نقل کرتے ہیں۔
سفیان، عمار الدھنی سے اور وہ ابو شعبہ سے روایت کرتے ہیں کہ سیدانا حسن و حسین رضی اللہ عنہما عصر کی نماز کے بعد طواف کرتے اور پھر نماز ادا کرتے۔
سفید شرٹ پر قدرے سرخ ٹائی باندھی تو وہ بھی جچی نہیں، پھر یہ سلسلہ اتنا طول کھینچا کہ میں پینٹ اور بش شرٹ پہنے باجی کے گھر کی طرف چل پڑا۔
سلام مسنون دار العلوم دیو بند نے گذشتہ ۷۰ برس میں دین کو اتنا پڑھا دیا ہے کہ ہندوستان میں دین اگلے سو برسوں کے لئے انشاء اللہ محفوظ ہو گیا ہے۔
سلامت روی اسی میں ہے کہ جس چیز کا بیان نہیں ہم بھی اس کی تلاش و تفتیش میں نہ پڑیں بعض نے کہا ہے کہ وہ غضروف کی ہڈی نرم تھی۔
سلسبیل سبیل شہید تشنہ لب کربلا کہیں اس کو عدو کی سمع رضا میں جگہ نہ پاۓ وہ بات کہ جنّ و انس و ملک سب بجا کہیں اس کو بہت ہے۔
سلسبیل سبیل شہید تشنہ لب کربلا کہیں اس کو عدو کے سمع رضا میں جگہ نہ پاۓ وہ بات کہ جنّ و انس و ملک سب بجا کہیں اس کو بہت ہے۔
سلطان سکون بالاکوٹ مظفرآباد کے حوالہ سے یہاں وہ جو شہر جمال تھا، وہ کہاں ہوا یہ ہر ایک لب پہ سوال تھا، وہ کہاں ہوا جو بلند و بالا عمارتیں تھیں۔
سلمہ نے کہا کہ پھر میں نکلا اور اصحاب رسول اللہﷺ کو دیکھا کہ وہ کہہ رہے ہیں کہ عامرؓ کا عمل لغو ہو گیا اس نے اپنے آپ کو مار ڈالا۔
سلمہؓ نے کہا کہ پھر میں سیدنا علیؓ کے پاس گیا اور ان کو کھینچتا ہوا لایا ان کی آنکھیں دکھ رہی تھیں، یہاں تک کہ رسول اللہﷺ کے پاس لے آیا۔
سلیمان بن داؤد، ابن وہب، لیث، حضرت یحیی بن سعید سے روایت ہے کہ مجھے عبدالحمید نے حضرت عمر کے صدقہ کی کتاب کی نقل کر کے دی جو کہ بیٹے ہیں۔
سلیمان نے جلدی سے خط کھول کر پڑھا اور ابن صادق کی طرف بڑھاتے ہوئے کہا: "قتیبہ قتل ہو چکا ہے اور چند دن تک اس کا سر یہاں پہنچ جائے گا۔
سماج کا رو یہ یہاں بھی پیش نظر رہا ہے کہ لوگ بے تکی باتیں کرتے ہیں اور یہ نہیں دیکھتے کہ جو کچھ وہ کہہ رہے ہیں یا کر رہے ہیں۔
سماجی تحریک ہم ہمیشہ بحث کر سکتے ہیں کہ کیا کیا جانا چاہیے، مگر یہ سوال اس حقیقت پسندانہ سوال سے بہتر نہیں ہے کہ ’وہ کس طرح کیا جا سکتا ہے؟
سماجی ناول کی ایک اہم شرط یہ ہے کہ اس میں سماجی مسائل اور حقائق کو اس طرح اجاگر کیا جائے کہ پڑھنے والے کی توجہ ان کی طرف مبذول ہو جائے۔
سمجھ اس فصل میں کوتاہی نشوونما غالبؔ اگر گل سرو کی قامت پہ پیراہن نہ ہو جائے کیا پوچھنا اس مبالغے کا کہ مبالغے کے ضمن میں ایک دلکش نقشہ دکھا دیا۔
سمجھ میں نہیں آ رہا تھا کہ لڑکے والے ایک بار اکر دوبارہ کیوں نہیں آتے عامر بھی فکر مند ہو گیا اس نے رشتے کے لئے اخبار میں اشتہار دے دیا۔
سمجھ نہیں آیا کہ ماں باپ کی تمام دولت جائداد پر قبضہ کرنے کے بعد اتنے برے حال میں کیوں ہیں اور جس مال کی خاطر بہنوں سے دوری اختیار کی تھی۔
سمرنہ کی جماعت کو پیغام (۸) اور سمرنہ کی جماعت کے فرشتہ کو یہ لکھو کہ جو اول و آخر ہے اور جو مرگیا تھا اور زندہ ہوا وہ یہ فرماتا ہے۔
سمع مبارک میں حال میرؔ اس پر بھی جی میں آوے تو دل کو لگائیے پہنچا نہیں کیا سمع مبارک میں مرا حال یہ قصّہ تو اس شہر میں مشہور ہوا ہے۔
سمینار کا پہلا اجلاس ڈاکٹر یونس اگاسکر کی صدارت میں منعقد ہوا جس میں ڈاکٹر خورشید نعمانی، انور قمر اور مہاراشٹر کالج کے استاد عالم ندوی نے اپنی اپنی تحریریں پیش کیں۔
سن تو اللہ کی عبادت کرتارہ اور اس کے ساتھ کسی کو شریک نہ کر نمازوں کی پابندی کر رمضان کے روزے رکھ بیت اللہ کا حج کر زکوۃ ادا کرتا رہ۔
سن، مجھے کھانے میں کسی قسم کی کوئی لذّت نہیں ملتی، مجھے نیند نہیں آتی، خود اپنی کٹیا میں بے چین رہتی ہوں، جس طرح کوئی پیاسا پانی کے لیے ترستا ہے۔
سنت طلاق کا بیان ابو بکر بن ابی شیبہ، عبداللہ بن ادریس، عبید اللہ، نافع، حضرت ابن عمر سے مروی ہے کہ میں نے اپنی بیوی کو حالت حیض میں طلاق دی۔
سنت یوں ہی ہے کہ جب قتل عمد میں مقتول کے وارث قصاص کو عفو کر کے دیت پر راضی ہو جائیں تو وہ دیت قاتل کے مال سے لی جائے گی۔
